微博id,发布者姓名,发布者性别,发布者地区,发布者关注数,发布者粉丝数,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
HkbgSe7sy,当真不是我,女,其他,433,133,当真不是我:流浪地球制作手记提出流浪地球计划的科学家叫刘欣可还行我终于知道维持全球通信的三颗卫星怎么上去的了编年史部分信息量很大，电影时间点之前的故事也可以拍好多前传，氦闪理论的发现与验证，围绕重聚变技术生态圈技术的利益集团博弈，全球日冕风暴危机……编年史里还提到科学家预言氦闪发生在2100年，距离电影时间点还有25年，如果下一部时间点放这里，应该又是个新的角色群吧：科学家，地球政府执行官，之类的[嘿哈]王磊上尉这个全原创角色的设定非常带感！我觉得电影还是着墨太少了（虽然演员的塑造非常到位已经传递了角色气质），可惜了。 [组图共3张] 原图 ,无,无,2019/3/10 1:03,iPhone,0,0,0
Hkb6kkSYX,啾啾啾珠,女,广东,401,1330,啾啾啾珠:锵锵!和我琳狗跨越世纪的合照来了和她出去 从来佛性出门 从来没有一张正常的照片 然鹅今天终于有啦 昨天晚上还说一定要有张自拍 结果一直到看我电影十一点了才想起来 那就赶紧抓住今天的尾巴咔嚓几张 今天效率也忒快这个滤镜实在强大（茜茜同款滤镜嘻嘻嘻 五分钟拍了好多张 琳狗太可爱了其他不发然后说说电影 19年的电影都是和她看的 也都没有让我失望 流浪地球给了我视觉上的震撼 而绿皮书 看完之后感觉心灵受到洗礼一般 真的是很励志了 这片子我刷几遍都不够 把种族歧视演绎的淋漓尽致 看着真让人心酸 我不喜欢这种歧视 太欺负人了 电影的前后对比真的让人很开心了 下周六我要再去看一遍今天确确实实是一个令人开心的夜晚了晚安! [组图共4张] 原图 ,无,无,2019/3/10 0:37,iPhone,12,0,5
HkaSi6KiW,时讯陕西,女,陕西,1039,37460,时讯陕西:#时讯陕西# 【西安大学生做《流浪地球》特效 “冰封”校园“流浪”建大】今年2月上映的电影《流浪地球》，让看过的人对电影里独特的视觉特效赞不绝口，在西安就有一名大学生，把自己的学校也做成了《流浪地球》中的场景，“冰封”了西安建筑科技大学的多个代表性建筑，一时间被诸多网友转发、点赞，称其为：硬核校友！ http://t.cn/EMU59KE ,无,无,2019/3/10 0:03,荣耀7A 全屏 人脸识别,1,0,0
HkaCO3pbd,ArielClalucia,女,北京,130,168,ArielClalucia:今天是海尔姐妹👭一起看电影✨香看完后跟我说觉得这个比流浪地球好看🙄️我说这不能比吧，题材就完全不一样诶🤦♀️不过我私心还是喜欢Green book多点✨就是无原则喜欢音乐文艺片，喜欢热闹里有点安静，安静里有点热闹这样的片子里所有的情感都是慢慢的，不会洪水猛兽一样带来太多冲击感🌊（feel fantastic and feel tired... ）香在回来的路上看到一对情侣就要唱鲁冰花“天上的星星不说话”✨🤦♀️她唱得好凄凉好苦涩，我笑得好猖狂Don Shirley弹琴的时候真是最有魅力的男人✨然然本人这辈子最不能抵抗的男生不是阳光篮球Boy是会弹钢琴的西装Man啊 ,无,无,2019/3/9 23:25,iPhone客户端,0,0,0
HkaxQqSrE,乐不可之2014,女,山西,42,28,乐不可之2014:流浪地球第九天今天宝宝在杭州看了西湖看了断桥残雪其实就是很大的一个湖，很多的水，最开心的今天见到了我家丹姐一起吃了个饭，真的是越来越帅了！糟糕，忘了拍照，怎么办？给你们看一些好吃的吧据说是杭州排名第一的餐厅～外婆家明天要去，西溪和宋城啊，明天见吧！ http://t.cn/ELT0v5H 显示地图 [组图共6张] 原图 ,无,无,2019/3/9 23:12,荣耀10 AI变色更潮美,0,0,0
HkatYuRWv,电影审片官,男,北京,43,43995,电影审片官:#科幻电影《幻海》喊你来试镜##演员招募令#科幻电影 #幻海# 4月开拍剧组喊你来试镜我们这里缺——男一号、男二号、男三号……男N号我们这里还缺——女一号、女二号、女三号……女N号只要你学过表演只要你有一颗专业的心只要你有面对镜头表达自我的欲望无论你是否盘靓条顺在这里，总有一个角色适合你告别 #流浪地球# 我们从太空回归地表看过斑斓壮阔的木星爆炸这次，和羚羊世纪一起探索神秘莫测的海洋波澜打造属于我们的冒险精品扬帆济海，全员已经准备就绪破浪起航，就差一个耀眼的你名流巨星，就从这里起步心中有梦，理应无惧前行演员招募，速度“上船”“上船”方式，投递资料至邮箱 lysj.s@antelope-media.com 原图 ,无,无,2019/3/9 23:03,微博 weibo.com,4,0,1
HkajIlvXU,空谷校园传媒,男,广西,364,50705,空谷校园传媒:#空谷关注#  【中国学生课堂要上天？《流浪地球》重要场景将成真！】两会期间，传来好消息，我国空间站飞行任务即将拉开序幕！飞行任务将如何推进？空间站的各项综合素质如何一步步达标？王亚平老师对空间站以及太空课堂有什么新期待？......戳文章↓↓看中国如何向更远的太空前进！via中华全国学联 http://t.cn/EMy1wST ,无,无,2019/3/9 22:38,荣耀9 美得有声有色,0,0,0
HkahbECjI,梅扣Mieco,女,山东,1379,343,梅扣Mieco:Week ３#✍🏻studywithmieco# 物／化／地⒈Library→化学大小本→笔记（王后雄n好用→物理大本→错题→地理卷子大本（这本教辅太贵了看在我对地理的热爱和它有三年的知识的份上我省吃俭用也要买一本（心里平衡多了⒉Home→英语考试（阅读我的死穴……→读《流浪地球》🙉哈哈哈（你什么时候看红楼梦你就说 [组图共9张] 原图 ,无,无,2019/3/9 22:31,studywithme超话,38,0,23
Hk9YuvB67,小巧莓牛角包,女,北京,492,41,小巧莓牛角包:终于在一众同事的强烈安利下、摒弃了对某个主创的成见，看完了《流浪地球》，趁着印象还深，说说自己的看法。优点就不说了反正每天都有人夸。但是缺点也是真硬伤。1.要讲的东西太多，有亲情有人性有奉献有英雄主义和普世情怀，但就好像把所有铃铛都拴在了一根绳上，本想一个个从兜里拉出来却不曾想用力过猛的一股脑全都掏出来掉在地上，震得我脑袋嗡嗡的；2.讲故事的能力太差，大段大段的旁边来铺垫背景，就好像对着PPT的文字照念下来，我很努力了却没有代入感，实在浪费了好剧本；3.每个笑点，是每一个！全都像挠痒痒一样刻意、尴尬，那个假装北京话说得很溜的外国人，每一句都让我觉得冷到冰冻；4.朵朵这个角色存在的意义是啥？就为了最后强行生硬的拔高？还没拔上去？5.刘启对父亲从小时候的崇拜到成年后的怨恨是不是转折太快毫无过渡？WJ的“上帝视角”是不是开得太早？总的来说，作为我国第一部拿得出手的科幻片，还是值得肯定和捧场的，3星以上4星未满吧。主要是特效看上去很恢宏，一张嘴就露馅了。我打算晚上再看一遍《星际穿越》。 ,无,无,2019/3/9 21:45,iPhone客户端,0,0,0
Hk9RZ9UUn,zhongyuan_1007,男,江西,356,2114,zhongyuan_1007:继流浪地球、战斗天使、惊奇队长电影院三连睡后，终于看了期待的绿皮书。果然我还是比较喜欢写实的剧情片，哈哈。不过第一遍一边看它讲的啥，还要想它是咋讲的脑袋有点累。好在整部电影很平，没有大的矛盾点，却能造就橘鸟酒吧的感动，确实还是很厉害的。这部电影和无法触碰很像，感人而不腻，这种电影来一个我喜欢一个🤗 ,无,无,2019/3/9 21:29,iPhone客户端,1,0,4
Hk91MBCOV,快点逃离地球,女,浙江,218,444,快点逃离地球:p1 寒假最后一天和🐟 老板看《流浪地球》戴的小胸针p2 次p3 “即使身陷沟渠，也要仰望星云”p4-5 祝最疼我的两位女士节日快乐p6 妈妈带来的玫瑰 overp7 《地球最后的夜晚》绿裙子的汤唯p8 李志p9《林中小屋》从匹诺曹到现在 朴信惠一直没有变 真好啊   [组图共9张] 原图 ,无,无,2019/3/9 19:21,无,17,0,6
Hk6khgVWC,星闻爱豆,女,江苏,275,2012104,星闻爱豆:前瞻性眼光是郭敬明获得成功的制胜武器。早在2014年11月，他就立项了电影《未来未来》，计划打造成三部曲，比郭帆走进中影拿下《流浪地球》项目还早了大半年时间。同样具有前瞻性眼光，郭敬明是下一个张番番还是下一个吴京？#娱理工作室#注销公司背后，郭敬明的小时代何去何从  ,无,无,2019/3/9 12:28,娱圈先报道Android,0,0,0
Hk5cBu2Xm,那就改个昵称呗,女,广东,347,151,那就改个昵称呗:▹《密室逃生》▹《流浪地球》▹《一吻定情》▹《阿丽塔》▹《绿皮书》▹《惊奇队长》 ▹《夏目友人帐》 ▹《海市蜃楼》 ▹《雷霆沙赞》 ▹《反贪风暴》 ▹《复仇者联盟4:终局之战》 X2 ▹《大侦探皮卡丘》 ▹《五月天人生无限公司》 ▹《哥斯拉》▹《最好的我们》 ▹《千与千寻》 ▹《蜘蛛侠：英雄远征》 X2 ▹《狮子王》 ▹《扫毒》 ▹《哪吒之魔童降世》 ▹《使徒行者2》 ▹《速度与激情:特别行动》 ▹《巨鳄风暴》 ▹《友情以上》 ▹《我和我的祖国》 ▹《沉睡魔咒2》 ▹《少年的你》▹《终结者》 ▹《天气之子》 ▹《利刃出鞘》 ▹《叶问4》 ,无,无,2019/3/9 9:36,iPhone SE,13,3,2
HjXHu5xEN,Kowalskiiii,男,山东,52,268,Kowalskiiii:#电影# 当然是《流浪地球》！首先，我还没有看这部电影，但我准备要看的，不管评分怎么样，看到编剧和主演已经决定了！你觉得好，想推荐给朋友看。这里就有一个问题：你觉得好，是一个主观感受，并不代表你的朋友也觉得好，只是觉得好的几率比较大而已。想推荐给朋友，我的话就会先说评分，因为这代表群众的声音，毕竟群众的眼睛是雪亮的。然后就介绍电影题材，导演、编剧、主演，故事不要说太多，剧透就不好了。要是你朋友有点兴趣的话，介绍了这些，应该能做出决定，看与不看的。以前我也喜欢向别人安利一些东西，后来发现如果对方希望被安利，你说了评分就可以了；要是不想，让他看一遍也会给一个差评的。  http://t.cn/EIkGcQc ,无,无,2019/3/8 14:30,荣耀10 AI变色更潮美,0,0,0
HjVuUrG82,小猪一头·,女,海外,542,169164,小猪一头·:#杨利伟点评流浪地球#真正属于我们的科幻片会更多更好更有意义的  ,无,无,2019/3/8 8:54,🌵      Android,2,0,0
HjReLFVIO,吉林共青团,男,吉林,1203,1938999,吉林共青团:【围观群众杨利伟“专业”点评《流浪地球》】“很多航空大片，我们也会看出漏洞百出。但是从艺术角度来讲，我觉得还是一部非常成功影片。艺术和科技到了一定程度是互通的，尤其科幻题材是带有科普性质的艺术作品，在一定意义上也会影响科技的发展。”#杨利伟点评流浪地球# 人民网的秒拍视频  ,无,无,2019/3/7 22:03,吉团的Android,9,1,1
HjPDm4adj,媒介360,男,上海,1893,156578,媒介360:#两会# 【#杨利伟谈《流浪地球》#：科幻文学、科幻电影是有科学依据的】“艺术和科技在一定程度上是相通的。科幻文学、科幻电影等，是建立在科学基础上的，是有科学依据的。《流浪地球》反映了中华文化对家园的一种独特情怀，同时也反映了中国人的团队精神，希望今后有更多类似的科幻作品出现。” http://t.cn/EIBTMAf ,无,无,2019/3/7 17:58,微博视频,0,0,0
HjPBT2ygv,瀚嘉投资,男,广东,80,828,瀚嘉投资:#流浪地球[电影]# 今天就是女生节了，抓住她的少女心，可以从斯芙蕾开始！斯芙蕾！以其完美的外观和精巧的店面吸粉无数，妹子们都想去拍照打卡！热情洋溢的少女粉+简约清爽的白色=让人流连忘返的斯芙蕾北欧网红风格的终极体验！拒绝熙攘，拒绝拥挤，只想要安逸中的慢生活！在斯芙蕾体验的不只是时尚氛围，更是生活节奏的体现！这个女生节，就带心爱的她来这里！http://t.cn/EIBjSTK [组图共6张] 原图 ,无,无,2019/3/7 17:55,创业超话,1,0,0
HjPBojLTn,陇南西和司法,男,甘肃,918,11742,陇南西和司法:#小司推送##2019看两会#【围观群众杨利伟“专业”点评《流浪地球》】“很多航空大片，我们也会看出漏洞百出。但是从艺术角度来讲，我觉得还是一部非常成功影片。艺术和科技到了一定程度是互通的，尤其科幻题材是带有科普性质的艺术作品，在一定意义上也会影响科技的发展。”（强国论坛）http://t.cn/EImy1CC  http://t.cn/EIm5kTv ,无,无,2019/3/7 17:53,OPPO智能手机,10,4,9
